"id","sentence","aspect","opinion"
"1196","The service is awful -- the last time I was there ( and I do mean the last time ) we were told that they needed our table so we would have to leave .","service","awful"
"16","night without a reservation , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .","manager","nice"
"2253","Try the green curry ! ! !","green curry","Try"
"3425","We had the scallops as an appetizer and they were delicious and the sauce was wonderful .","scallops","delicious"
"3425","We had the scallops as an appetizer and they were delicious and the sauce was wonderful .","appetizer","delicious"
"3425","We had the scallops as an appetizer and they were delicious and the sauce was wonderful .","sauce","wonderful"
"2698","We were also seated promptly at the time of our reservation and the service was very quick and professional .","service","quick professional"
"2496","You rarely have to wait for a seat and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it .","seat","rarely"
"2496","You rarely have to wait for a seat and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it .","currys ( masaman , green , red )","full"
"2496","You rarely have to wait for a seat and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it .","flavor","full"
"124","The food there are sastifying .","food","sastifying"
"630","I highly recommend visiting this restaurant and having dinner and drinks !","dinner","recommend"
"630","I highly recommend visiting this restaurant and having dinner and drinks !","drinks","recommend"
"267","The bar is very well stocked with interesting beers and well priced wines .","bar","well stocked"
"267","The bar is very well stocked with interesting beers and well priced wines .","beers","interesting"
"267","The bar is very well stocked with interesting beers and well priced wines .","wines","well priced"
"267","The bar is very well stocked with interesting beers and well priced wines .","priced","well"
"920","The food was good .","food","good"
"2976","Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","wine selection","Great"
"2976","Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","Gigondas","worth the price"
"2976","Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","house champagne","great value"
"2976","Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","price","worth"
"2408","at night , but it 's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous .","music","voluminous"
"304","I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way .","fish","fresh great"
"3225","I particularly love their yellowfun tuna and their mussel selection .","yellowfun tuna","love"
"3225","I particularly love their yellowfun tuna and their mussel selection .","mussel selection","love"
"3154","I love to visit Murrays for my bagel fix .","bagel","love"
"2348","We made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school Italian scenery with lots of fun stuff to admire .","scenery","fun"
"2348","We made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school Italian scenery with lots of fun stuff to admire .","dinner reservations","early"
"921","The place was nice and calm .","place","nice calm"
"532","Cheese plate is a varied delight and great bargain at $ 10 .","Cheese plate","varied delight great bargain"
"1972","I could have drank 4 glasses of water and still been parched - so watch out .","glasses of water","parched"
"553","When we sat , we got great and fast service .","service","great fast"
"1681","Most of the servers are very attentive , friendly and quite attractive .","servers","attentive friendly attractive"
"1734","Service is average .","Service","average"
"2558","But they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual ) .","Godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual )","terrific"
"2558","But they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual ) .","specials","terrific"
"3683","They forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter .","sandwich","forgot"
"2715","The steak is good , the fish is good and the sushi was surprisingly great .","steak","good"
"2715","The steak is good , the fish is good and the sushi was surprisingly great .","fish","good"
"2715","The steak is good , the fish is good and the sushi was surprisingly great .","sushi","great"
"3513","The service was poor , restaurant poorly lit , staff not very attentive and I would have rather eaten at a Mcdonald 's than this joint .","service","poor"
"3513","The service was poor , restaurant poorly lit , staff not very attentive and I would have rather eaten at a Mcdonald 's than this joint .","staff","not very attentive"
"2192","My GF and I still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .","cocktails","diverse"
"2192","My GF and I still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .","decor","chill"
"2192","My GF and I still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .","sushi","decent"
"2020","We ended the dinner with a surprisingly light and flaky apple tarte tatin .","apple tarte tatin","flaky"
"915","The buffet had a nice selection .","buffet","nice"
"915","The buffet had a nice selection .","selection","nice"
"1768","Waitstaff are very friendly .","Waitstaff","friendly"
"1664","Service was slow had to wait to order and get food although not crowded .","Service","slow"
"2827","The food was below average , the service was pathetic , there was no ambience at all .","food","below average"
"2827","The food was below average , the service was pathetic , there was no ambience at all .","service","pathetic"
"2827","The food was below average , the service was pathetic , there was no ambience at all .","ambience","no"
"1585","I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS .","SHOWS","ENJOYED"
"1585","I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS .","ACTORS","ENJOYED"
"3443","service was efficient courteous .","service","efficient courteous"
"412","The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past .","miso soup","lacked flavor"
"412","The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past .","fish","unfortunately"
"412","The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past .","flavor","lacked"
"2154","They are the best bagels I 've had .","bagels","best"
"426","Toons has recently been redone , so it 's now a very attractive space .","space","attractive"
"3380","While the prices are nothing special , the portions are huge .","prices","special"
"3380","While the prices are nothing special , the portions are huge .","portions","special"
"3185","Its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .","location","nice quiet"
"3185","Its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .","meal","good"
"718","However , I think this place is a good hang out spot .","spot","good"
"2848","The menu is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth it superb food .","menu","Well worth"
"2848","The menu is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth it superb food .","food","superb"
"2848","The menu is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth it superb food .","Prix Fixe","Well worth"
"523","The wine list is extensive and impressive .","wine list","extensive impressive"
"1497","We had the most wonderful waitress .","waitress","wonderful"
"2861","While the staff at this little bistro is very friendly , I have never experienced more incompetency .","staff","friendly"
"2697","The quail was fantastic and unique and the pastas were full of flavor .","quail","fantastic unique"
"2697","The quail was fantastic and unique and the pastas were full of flavor .","pastas","full"
"2697","The quail was fantastic and unique and the pastas were full of flavor .","flavor","full"
"3001","The staff is courteous and friendly .","staff","courteous friendly"
"2067","Decor is nice though service can be spotty .","Decor","nice"
"2067","Decor is nice though service can be spotty .","service","spotty"
"2491","Aside from the rushed service , we were very impressed with the food and the drinks .","service","rushed"
"2491","Aside from the rushed service , we were very impressed with the food and the drinks .","food","impressed"
"2491","Aside from the rushed service , we were very impressed with the food and the drinks .","drinks","impressed"
"2895","I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar .","Indian dining experience","fine"
"59","And even with it 's Pub atmosphere they were great to my kids too !","Pub atmosphere","great"
"1650","This big draw is the all you can sushi here for $ 19.95 !","sushi","draw"
"1835","Some of the workers ignore me and talk to the female customers , other times , they 've skipped my order .","workers","ignore"
"1835","Some of the workers ignore me and talk to the female customers , other times , they 've skipped my order .","order","skipped"
"208","The specials are usually quite good too .","specials","good"
"1023","They 've the best desserts and mixed drinks as well as snack foods .","desserts","best"
"1023","They 've the best desserts and mixed drinks as well as snack foods .","mixed drinks","best"
"1023","They 've the best desserts and mixed drinks as well as snack foods .","snack foods","best"
"609","Really cool stauff inside .","stauff","cool"
"3417","While the new restaurant still features much of the same classical furniture that made Tiffin so attractive , the menu has been overhauled .","classical furniture","classical"
"3417","While the new restaurant still features much of the same classical furniture that made Tiffin so attractive , the menu has been overhauled .","menu","overhauled"
"602","The best burger I have had in the Village .","burger","best"
"3026","The blond wood decor is very soothing , the premium sake is excellent and the service is great .","blond wood decor","soothing"
"3026","The blond wood decor is very soothing , the premium sake is excellent and the service is great .","sake","excellent"
"3026","The blond wood decor is very soothing , the premium sake is excellent and the service is great .","service","great"
"661","There is usually a wait but it is well worth it .","wait","well worth"
"2532","Your money could easily be better spent elsewhere ( Anywhere ) .","money","better"
"1062","Only drawback - they wo n't toast your bagel , and they do n't make eggs for the bagel .","bagel","drawback"
"552","As always we had a great glass of wine while we waited .","glass of wine","great"
"1722","The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b @ # $ * way ) .","wait staff","pleasant fun gorgeous"
"1218","Of course this atmosphere is lacking , but what do you expect from a 24 hour bagel place anyways ?","atmosphere","lacking"
"509","Service was very good and warm .","Service","good warm"
"2676","Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really ca n't top the setting for a romantic dinner in NYC .","dinner","romantic"
"3317","Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .","Food","good"
"3317","Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .","view","terrific"
"1387","Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience .","Pad Se-Ew","Try memorable repeatable"
"1387","Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience .","Chicken with Cashew Nuts","Try memorable repeatable"
"3629","It 's just O.K . pizza .","pizza","O.K ."
"594","The food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .","food","decent"
"594","The food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .","ambience","annoying"
"2620","The service was a bit slow , but they were very friendly .","service","slow friendly"
"2871","Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .","specials","good"
"2871","Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .","atmosphere","warm lively"
"2871","Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .","French bistro fare","well prepared"
"46","The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city .","food","above average better"
"656","Thius is a must for anyone who loves Shabu-Shabu .","Shabu-Shabu","loves"
"1301","The food was absolutely horrible !","food","horrible"
"1559","Food does n't appear to be cooked on premisis but there 's a high turnover so its pretty fresh .","Food","fresh"
"3539","Similar to other Indian restaurants , they use the dinner special to attract customers at the door .","dinner special","attract"
"3134","The people with carts of food do n't understand you because they do n't speak English , their job is to give you the delicious food you point at .","food","delicious"
"2643","The crackling calamari salad , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed .","crackling calamari salad","crispy lightly dressed"
"1655","Not the greatest sushi place , but excellent for a $ 19.95 all you can eat .","sushi place","Not the greatest excellent"
"1935","Shockingly easy to throw a group dinner here : simple contract , deposit only to hold the date the entire 2nd fl mezz for our grp of 20 .","group dinner","easy"
"1254","The Thai ice tea was amazingly smooth and yummy !","Thai ice tea","smooth yummy"
"1665","Drinks way over priced .","Drinks","over priced"
"1665","Drinks way over priced .","priced","over"
"2432","The main downside to the place is the nazi-like guy running it who constantly complains about the noise level .","noise level","downside"
"2432","The main downside to the place is the nazi-like guy running it who constantly complains about the noise level .","guy","downside"
"2230","What I did n't like was how the food came right after it was ordered .","food","did n't like"
"574","Moderate prices .","prices","Moderate"
"3229","I think I 've had some the best meals of my life at minnow .","meals","best"
"1852","My biggest complaint was the untasty food although presented well .","food","untasty"
"2070","Most importantly , food is excellent .","food","excellent"
"2671","Great roofdeck , nice group of 30 somethings , but no music , kind of quiet .","roofdeck","Great"
"2671","Great roofdeck , nice group of 30 somethings , but no music , kind of quiet .","music","no quiet"
"335","The best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .","manager","bubbly friendly young"
"1845","However , service was as plain as sesame crusted Salmon I had .","service","plain"
"1845","However , service was as plain as sesame crusted Salmon I had .","sesame crusted Salmon","plain"
"149","It 's great to go for a quick lunch either alone or with a friend .","lunch","quick"
"3571","The food was mediocre at best but it was the horrible service that made me vow never to go back .","food","mediocre"
"3571","The food was mediocre at best but it was the horrible service that made me vow never to go back .","service","horrible"
"2415","You get what you pay for and with that logic in mind , Spice is a great place to grab some cheap eats and drinks in a beautiful setting .","eats","cheap"
"2415","You get what you pay for and with that logic in mind , Spice is a great place to grab some cheap eats and drinks in a beautiful setting .","drinks","cheap"
"2415","You get what you pay for and with that logic in mind , Spice is a great place to grab some cheap eats and drinks in a beautiful setting .","setting","beautiful"
"8","The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .","service","terrible"
"1713","Other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !","atmosphere","energy"
"1713","Other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !","people","beautiful"
"1713","Other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !","food","surprising good"
"452","Waiters are slow but sweet .","Waiters","slow sweet"
"1323","The music is the best among all the Indian restaurants I have visited .","music","best"
"2899","The bread and lamb chops I had before the meal were quite good , however .","bread","good"
"2899","The bread and lamb chops I had before the meal were quite good , however .","lamb chops","good"
"584","Rao 's has the best service and atmosphere in NYC .","service","best"
"584","Rao 's has the best service and atmosphere in NYC .","atmosphere","best"
"3048","They never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table .","noodles","complimentary"
"3048","They never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table .","sugar","ignored"
"3048","They never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table .","dishes","threw"
"1322","one of the best Chicken Tikka Masala .","Chicken Tikka Masala","best"
"2089","Excellent dumplings served amid clean , chic decor .","dumplings","Excellent"
"2089","Excellent dumplings served amid clean , chic decor .","decor","clean chic"
"184","The kitchen however , is almost always slow .","kitchen","slow"
"3697","The corned beef and pastrami are excellent , much less fatty than those big tourist places around Times Square .","corned beef","excellent less fatty"
"3697","The corned beef and pastrami are excellent , much less fatty than those big tourist places around Times Square .","pastrami","excellent less fatty"
"2364","Cute place , nice wait staff but would never go there again .","wait staff","nice"
"2364","Cute place , nice wait staff but would never go there again .","place","Cute"
"3588","people are rude bit again it 's new york !","people","rude"
"1482","The plain slice is great and if you get toppings , the whole slice is topped with them , not sparsely sprinkled on like some places .","plain slice","great"
"1372","Service was also horrible and the ambience is not that great .","Service","horrible"
"1372","Service was also horrible and the ambience is not that great .","ambience","not that great"
"1602","Service is great , takeout is good too .","Service","great"
"1602","Service is great , takeout is good too .","takeout","good"
"1473","The pizza is overpriced and soggy .","pizza","overpriced soggy"
"929","Everything is excellent , the menu is quite extensive , and you eat with a view on both sides of the city .","menu","extensive"
"1675","For the quality of food , a little too expensive .","quality of food","expensive"
"3220","Here 's to the fake fish tanks too ...","fish tanks","fake"
"2395","Its worth the wait though .","wait","worth"
"2746","I 've never had bad service and the fish is fresh and delicious .","service","never had bad"
"2746","I 've never had bad service and the fish is fresh and delicious .","fish","fresh delicious"
"2063","we decided to eat in tea room which was small and cute .","tea room","small cute"
"2691","What an amazing meal and experience !","meal","amazing"
"350","Unique apppetizers .","apppetizers","Unique"
"2892","The staff has always been attentive and kind , and I 've always been amazed at how they 've handled all the various different group sizes that come in .","staff","attentive kind amazed"
"3227","IT is the best deal in town for a Monday night dinner at a fine restaurant .","dinner","best"
"2104","The wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .","wait","long"
"2104","The wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .","dim sum","long"
"2104","The wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .","dim sum atmosphere","typical raucous"
"2037","This place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .","money","much"
"693","Everything is always cooked to perfection , the service is excellent , the decor cool and understated .","service","excellent"
"693","Everything is always cooked to perfection , the service is excellent , the decor cool and understated .","decor","cool understated"
"3184","The Thai food is good .","Thai food","good"
"519","Great selection of wine , and seafood .","selection of wine","Great"
"519","Great selection of wine , and seafood .","seafood","Great"
"379","Acceptable prices .","prices","Acceptable"
"3035","As I made the title , it 's an affordable restaurant for great taste .","taste","great"
"2233","Definitely not worth the price !","price","not worth"
"905","Orsay , is a very pleasant throw back to traditional French food , and French service as well .","French food","pleasant traditional"
"905","Orsay , is a very pleasant throw back to traditional French food , and French service as well .","service","pleasant traditional"
"2965","It 's easy to get a table for a large group and you do n't get hustled out .","table","easy"
"2405","Great food at reasonable prices .","food","Great"
"2405","Great food at reasonable prices .","prices","reasonable"
"1730","Salads are a delicious way to begin the meal .","Salads","delicious"
"1120","I ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways .","tamarind duck","delighted"
"1120","I ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways .","noodles with ground beef","delighted"
"1120","I ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways .","dishes","delighted"
"1120","I ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways .","Thai flavors","delighted"
"3314","If you 've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .","view","top"
"3516","The prices are about $ 9 for an entree for dinner and even less for lunch .","prices","less"
"3516","The prices are about $ 9 for an entree for dinner and even less for lunch .","entree","less"
"3516","The prices are about $ 9 for an entree for dinner and even less for lunch .","dinner","less"
"3516","The prices are about $ 9 for an entree for dinner and even less for lunch .","lunch","less"
"1668","Should you happen to be impressed by the cuisine definitely try it .","cuisine","impressed try"
"3264","I had the black cod with yuzu sauce , which was wonderful .","black cod with yuzu sauce","wonderful"
"2922","Prices too high for this cramped and unappealing resturant .","Prices","high"
"1357","Total hipster-wannabe attitude in an otherwise sweet spot .","spot","sweet"
"189","Everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food .","service","rude"
"189","Everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food .","food","below average"
"1488","The sicilian is my favorite it is moist not dry like most places but all their pizza is great !","pizza","great"
"1488","The sicilian is my favorite it is moist not dry like most places but all their pizza is great !","sicilian","favorite moist not dry"
"2190","Downstairs lounge is always a good attraction","Downstairs lounge","good attraction"
"2653","The menu prices are a bit expensive for what you get in quality and portion size .","menu prices","expensive"
"2973","The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .","food","amazing"
"2973","The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .","service","prompt helpful not over-bearing or rushed"
"365","( food was delivered by a busboy , not waiter ) We got no cheese offered for the pasta , our water and wine glasses remained EMPTY our entire meal , when we would have easily spent another $ 20 on wine .","water and wine glasses","EMPTY"
"136","The takeout is great too since they give high quality tupperware as well .","takeout","great"
"2236","The food was not fresh , the sauces were bland and very oily .","food","not fresh"
"2236","The food was not fresh , the sauces were bland and very oily .","sauces","bland oily"
"1096","This is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .","night scene","alive"
"1096","This is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .","spot","excellent"
"2366","One of us actually liked the expresso - that 's it .","expresso","liked"
"3275","Again , the waitress was awesome .","waitress","awesome"
"1591","I loved everythig about it-especially the shows and actors .","shows","loved"
"1591","I loved everythig about it-especially the shows and actors .","actors","loved"
"2240","The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .","service","fast friendly"
"2240","The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .","food","tasty"
"2240","The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .","hot sauce","best"
"799","The food was just OK , I would never go back .","food","OK"
"2854","Scalina Fedeli reminded me why service is so integral to fine dining .","service","integral"
"2854","Scalina Fedeli reminded me why service is so integral to fine dining .","dining","fine"
"3392","i recommend the thai popcorn : )","thai popcorn","recommend"
"1844","Everything looks great , the drinks , the decor , the food , even the people .","drinks","great"
"1844","Everything looks great , the drinks , the decor , the food , even the people .","decor","great"
"1844","Everything looks great , the drinks , the decor , the food , even the people .","food","great"
"2431","The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed .","parathas","unsurpassed"
"2431","The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed .","kebabs","unsurpassed"
"741","The tuna and wasabe potatoes are excellent .","tuna","excellent"
"741","The tuna and wasabe potatoes are excellent .","wasabe potatoes","excellent"
"775","The only disappointment was the coat check girls who did n't seem to know what a customer is on a realtively non-busy night ( for the coat check girls ) .","coat check girls","disappointment"
"896","Ummm ... the beer was cold .","beer","cold"
"1618","We had great desserts ( including the best cannoli I 've ever had ) and then they offered an after dinner drink , on the house .","desserts","great"
"1618","We had great desserts ( including the best cannoli I 've ever had ) and then they offered an after dinner drink , on the house .","cannoli","best"
"2254","Good crowd , good outdoor seating , with a hip japanese vibe .","outdoor seating","good"
"2254","Good crowd , good outdoor seating , with a hip japanese vibe .","vibe","hip"
"894","Even with the prix fixe pricing , this restaurant is not worth it .","prix fixe pricing","not worth"
"1800","We asked to be moved ( which took half an hour ) , and then were seated in a high traffic area in the back , even though the rest of the room was practically empty .","room","empty"
"2411","However , their popularity has yet to slow down , and I still find myself drawn to their ambiance and delectable reputation .","ambiance","drawn"
"3139","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at Ping 's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .","tanks","sad-looking"
"3139","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at Ping 's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .","tanks","clear"
"3139","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at Ping 's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .","dim sum","healthy-looking"
"2667","The Halibut was too salty , dessert was so so ( do n't waste any of your calories ) and service was poor .","Halibut","salty"
"2667","The Halibut was too salty , dessert was so so ( do n't waste any of your calories ) and service was poor .","dessert","so so"
"2667","The Halibut was too salty , dessert was so so ( do n't waste any of your calories ) and service was poor .","service","poor"
"1002","The view is spectacular , and the food is great .","view","spectacular"
"1002","The view is spectacular , and the food is great .","food","great"
"1181","The place was n't too hard to find , but it was kind of packed , as soon as my boyfriend and I got our food , the line reached the door .","place","hard packed"
"1052","Good bagels and good cream cheese .","bagels","good"
"1052","Good bagels and good cream cheese .","cream cheese","good"
"2832","The food is wonderful , tasty and filling , and the service is professional and friendly .","food","wonderful tasty filling"
"2832","The food is wonderful , tasty and filling , and the service is professional and friendly .","service","professional friendly"
"265","It is also extremely well priced .","priced","well"
"1739","Always great service !","service","great"
"2057","I am happy i did the food was awesome .","food","awesome"
"883","We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .","chicken","few"
"883","We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .","meat","dark"
"237","I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","jelly fish","recommend"
"237","I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","drunken chicken","recommend"
"237","I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","soupy dumplings","recommend"
"237","I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","stir fry blue crab","recommend"
"1583","I LOVED THE SHOWS .","SHOWS","LOVED"
"2638","We could have made a meal of the yummy dumplings from the dumpling menu .","dumplings","yummy"
"3377","Then , get ripped on free box wine .","box wine","free"
"2886","My wife and I ate here earlier this week and have not stopped ranting and raving about the food .","food","ranting raving"
"2753","If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .","fish","low quality"
"2753","If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .","staff","unfriendly"
"2753","If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .","sushi chef","miserable"
"891","The food itself was just ok - nothing spectacular - but the service was awful .","food","ok"
"891","The food itself was just ok - nothing spectacular - but the service was awful .","service","awful"
"1469","The pizza is yummy and I like the atmoshpere .","pizza","yummy"
"1469","The pizza is yummy and I like the atmoshpere .","atmoshpere","like"
"347","Also , do n't plan on asking for your favorite roll , if it 's not on the menu , you ca n't have it .","roll","favorite"
"2149","Good food .","food","Good"
"2117","those rolls were big , but not good and sashimi was n't fresh .","rolls","big not good"
"2117","those rolls were big , but not good and sashimi was n't fresh .","sashimi","was n't fresh"
"2593","The pesto pizza was excellent , thin-crust pizza with a nice amount of spicy Italian cheese that I 'd never heard of before .","pesto pizza","excellent"
"2593","The pesto pizza was excellent , thin-crust pizza with a nice amount of spicy Italian cheese that I 'd never heard of before .","Italian cheese","nice spicy"
"2076","try the spicy shrimp appetizer ( again , not the greatest value in the world but worth the price ) and the lamb vindaloo is great .","shrimp appetizer","try spicy worth the price"
"2076","try the spicy shrimp appetizer ( again , not the greatest value in the world but worth the price ) and the lamb vindaloo is great .","price","worth the price"
"2076","try the spicy shrimp appetizer ( again , not the greatest value in the world but worth the price ) and the lamb vindaloo is great .","lamb vindaloo","great"
"1666","Food was good not great not worth the wait or another visit","Food","good not great not worth the wait or another visit"
"1666","Food was good not great not worth the wait or another visit","wait","not worth"
"2631","I have had so many dinners here and it 's always been perfect - on a date with my husband , with my mom , with girlfriends and larger groups .","dinners","perfect"
"2436","Delicate spices , onions , eggs and a kick-ass roti .","spices","Delicate"
"2436","Delicate spices , onions , eggs and a kick-ass roti .","onions","Delicate"
"2436","Delicate spices , onions , eggs and a kick-ass roti .","eggs","Delicate"
"2436","Delicate spices , onions , eggs and a kick-ass roti .","roti","kick-ass"
"1384","Incredible food at a very agreeable price brings me back just about every other day to this authentic Thai restaurant .","food","Incredible"
"1384","Incredible food at a very agreeable price brings me back just about every other day to this authentic Thai restaurant .","price","agreeable"
"3698","The menu has lots of options : I hope to go back to try those potato pancakes .","menu","lots"
"3698","The menu has lots of options : I hope to go back to try those potato pancakes .","potato pancakes","try"
"3","The staff is n't the friendliest or most competent , and I am stickler for service , but everything else about this place makes up for it .","staff","friendliest competent"
"1457","My wife and I will usually only order one primi and one secondi and split them , as they tend to offer large portions .","portions","large"
"2997","Delicious crab cakes too .","crab cakes","Delicious"
"36","This was the worst dining experience I 've ever had .","dining experience","worst"
"77","I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna .","service","good"
"77","I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna .","staff","great"
"540","The bruschetta and panini 's are so yummy !","bruschetta","yummy"
"540","The bruschetta and panini 's are so yummy !","panini","yummy"
"3150","Food was okay , nothing great .","Food","okay nothing great"
"657","Always popular , always full , always a wait .","wait","always"
"1200","If the omakase is to showcase technique and variety , serving almost 40 % of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance .","nori","not-so-fresh"
"2833","I ca n't wait for summer , when they serve outside on their gigantic patio .","patio","gigantic"
"3707","Best Pastrami I ever had and great portion without being ridiculous .","Pastrami","Best"
"3707","Best Pastrami I ever had and great portion without being ridiculous .","portion","great"
"1867","The first 2 courses were very good , but the chocolate sampler was too rich for me and the dessert wine far too sweet .","courses","good"
"1867","The first 2 courses were very good , but the chocolate sampler was too rich for me and the dessert wine far too sweet .","chocolate sampler","too rich"
